"","name","NDE","DE"
"1","FBgn0000008",-4.07954573386539,-0.0170598430145432
"2","FBgn0000014",-5.01830133003978e-10,-21.4127589629126
"3","FBgn0000015",-6.27935392571999e-09,-18.8859986799326
"4","FBgn0000017",-1.05752885559696e-05,-11.4569958342335
"5","FBgn0000018",-0.023981033509429,-3.7424585862906
"6","FBgn0000022",-5.01830133003978e-10,-21.4127589629126
"7","FBgn0000024",-0.000378489779478741,-7.87951072707271
"8","FBgn0000028",-0.0933072131957005,-2.41814873534465
"9","FBgn0000032",-4.26547671823758,-0.0141447367353322
"10","FBgn0000036",-1.00211467000122e-05,-11.5108180379835
"11","FBgn0000037",-0.00533760568158925,-5.23564571655056
"12","FBgn0000038",0,-292.407853073682
"13","FBgn0000039",-0.00424262849183066,-5.46469283874539
"14","FBgn0000042",-1.12619602532504e-09,-20.6044247310985
"15","FBgn0000043",-0.0233592200259807,-3.76842038544634
"16","FBgn0000044",-0.00472501330681041,-5.35724647819828
"17","FBgn0000045",-10.0126856039827,-4.48286466081527e-05
"18","FBgn0000046",-0.11666773934234,-2.20619201277452
"19","FBgn0000047",-6.3966071373045e-06,-11.9597460411508
"20","FBgn0000052",-13.2487383168443,-1.76257026396343e-06
"21","FBgn0000053",-6.76763298639327,-0.00115107671209813
"22","FBgn0000055",0,-363.934541383221
"23","FBgn0000056",-9.11618118023559,-0.000109879500676868
"24","FBgn0000057",-0.342921350843547,-1.23681983014672
"25","FBgn0000061",-7.58558975810786e-06,-11.7892639876923
"26","FBgn0000063",-8.39379862218521,-0.000226291746280083
"27","FBgn0000064",-1.73598760966343e-06,-13.2639349496511
"28","FBgn0000071",-11.3906965105863,-1.13001917796396e-05
"29","FBgn0000075",-0.113496537081069,-2.23219455130545
"30","FBgn0000077",-0.0375622135401628,-3.30047901206711
"31","FBgn0000078",-0.576818346437769,-0.824811987445827
"32","FBgn0000079",-0.00283329434201818,-5.86773147857807
"33","FBgn0000083",-2.93052341007741,-0.0548460156350217
"34","FBgn0000084",-2.80430620453178,-0.0624593668106215
"35","FBgn0000092",-0.0024575173583905,-6.00983214957082
"36","FBgn0000094",-1.11383354450822e-06,-13.7077034060273
"37","FBgn0000097",-0.00116472592367955,-6.75585178472572
"38","FBgn0000100",-0.0337400435047073,-3.40589250171818
"39","FBgn0000108",0,-206.124274638492
"40","FBgn0000109",-0.00924995412757568,-4.68775809864855
"41","FBgn0000114",-0.0518560029971837,-2.98510053525041
"42","FBgn0000115",-0.0147974034241969,-4.22069313617943
"43","FBgn0000116",0,-133.202065035142
"44","FBgn0000117",-0.00237852390273474,-6.04246421887117
"45","FBgn0000119",-0.0205667879242313,-3.89434351025222
"46","FBgn0000120",-0.0229766067865071,-3.78474498352275
"47","FBgn0000121",-0.360306294006691,-1.19555058670407
"48","FBgn0000137",-3.55773167370899e-07,-14.8489726554917
"49","FBgn0000139",-6.74807738885362,-0.00117382159151447
"50","FBgn0000140",-0.00175454105025707,-6.34642510834582
"51","FBgn0000146",-0.0123458241597305,-4.40060395908417
"52","FBgn0000147",-10.4255420842581,-2.96654570419719e-05
"53","FBgn0000150",-0.700812559373915,-0.685540113083199
"54","FBgn0000152",-7.00518683866577,-0.000907576148719613
"55","FBgn0000153",-1.5556155253712,-0.237064284441452
"56","FBgn0000157",-0.0250563731944879,-3.69912909235941
"57","FBgn0000158",-3.19740696141935e-07,-14.9557556553305
"58","FBgn0000163",-0.207870434031811,-1.67297574999967
"59","FBgn0000166",-2.81841593618992e-07,-15.0819207881819
"60","FBgn0000173",-0.0227136279101927,-3.79612550400891
"61","FBgn0000179",-0.0425404412972199,-3.17849491363473
"62","FBgn0000180",-0.014053509753559,-4.27190163555088
"63","FBgn0000181",-3.33809639885396,-0.0361500913356707
"64","FBgn0000182",-2.36300947165091e-06,-12.9555757332974
"65","FBgn0000183",-0.0642082606226566,-2.77755576344401
"66","FBgn0000206",-0.00688515611054896,-4.9818280758824
"67","FBgn0000212",-0.00365946063043765,-5.61226868349081
"68","FBgn0000216",-5.01830133003978e-10,-21.4127589629126
"69","FBgn0000221",-2.48073171077161,-0.0873917826269732
"70","FBgn0000227",-5.01830133003978e-10,-21.4127589629126
"71","FBgn0000228",-0.406676449586016,-1.09619399888951
"72","FBgn0000229",-0.00559675578517016,-5.18836524593058
"73","FBgn0000233",-0.0137856559000333,-4.29101156438181
"74","FBgn0000239",-1.79989341340943,-0.180702677253436
"75","FBgn0000241",-1.17251223267477,-0.370467056343582
"76","FBgn0000244",-0.31204208996995,-1.31658443401775
"77","FBgn0000246",-4.01794905535422,-0.0181536074034554
"78","FBgn0000247",-0.00714147745252802,-4.94540421161025
"79","FBgn0000250",-0.220058298853324,-1.62187500037901
"80","FBgn0000251",-0.0437814029280332,-3.1503569780527
"81","FBgn0000253",0,-351.376962255698
"82","FBgn0000256",-0.0149509004583379,-4.21044988615301
"83","FBgn0000257",-0.0174928674898567,-4.0546957369013
"84","FBgn0000259",-0.0083469045599216,-4.79003506956744
"85","FBgn0000261",-1.10593603111664,-0.401823253120781
"86","FBgn0000273",-0.000632689066300429,-7.36584779083633
"87","FBgn0000274",-7.92550880763798e-05,-9.44287857168938
"88","FBgn0000276",-5.85742482641649e-05,-9.74524469436525
"89","FBgn0000277",-4.88312199564689e-08,-16.8348959910612
"90","FBgn0000278",-5.01830133003978e-10,-21.4127589629126
"91","FBgn0000279",-3.17759535839457e-06,-12.6593874125969
"92","FBgn0000280",-5.01830133003978e-10,-21.4127589629126
"93","FBgn0000281",-5.01830133003978e-10,-21.4127589629126
"94","FBgn0000283",-0.0200159677529044,-3.92121622696695
"95","FBgn0000286",-0.0138571592222689,-4.28587384730094
"96","FBgn0000287",-0.0238270841595849,-3.74882224220335
"97","FBgn0000289",-7.90204907730185e-07,-14.0509739427449
"98","FBgn0000299",-2.35176950102839,-0.100041968242877
"99","FBgn0000303",-0.000741918481566017,-7.20664212025984
"100","FBgn0000307",-0.000262244161163494,-8.24636569454822
"101","FBgn0000308",-0.00139381596208921,-6.57640682384955
"102","FBgn0000316",-0.0069134091411982,-4.97774711255526
"103","FBgn0000317",-0.072042514220108,-2.66630387025067
"104","FBgn0000318",-0.012967375833199,-4.35179530857339
"105","FBgn0000319",-0.0184850634480895,-4.00002054855582
"106","FBgn0000320",-0.0239943461491237,-3.74191023800279
"107","FBgn0000326",-0.0180316985901854,-4.02462633884029
"108","FBgn0000330",-0.0276684989867135,-3.60126308556503
"109","FBgn0000337",-0.000186050223458523,-8.58958692576862
"110","FBgn0000339",-0.578102132405114,-0.823169283138967
"111","FBgn0000346",-0.00147569773056944,-6.51936212148902
"112","FBgn0000351",-1.21415832129794,-0.352341282004513
"113","FBgn0000352",-0.200486809942753,-1.70557599577921
"114","FBgn0000355",-5.01830133003978e-10,-21.4127589629126
"115","FBgn0000356",-5.01830133003978e-10,-21.4127589629126
"116","FBgn0000357",-0.0670179358277991,-2.73611682958981
"117","FBgn0000358",-5.01830133003978e-10,-21.4127589629126
"118","FBgn0000359",-4.46243575424887e-08,-16.9249860076158
"119","FBgn0000360",-5.01830133003978e-10,-21.4127589629126
"120","FBgn0000370",-0.0424302085293675,-3.18103479706029
"121","FBgn0000376",-0.731185928509497,-0.656502511851727
"122","FBgn0000377",-0.0244383547032356,-3.72379575953925
"123","FBgn0000382",-7.38964445190504e-13,-27.9289305298711
"124","FBgn0000384",-0.21806492073619,-1.63001435767189
"125","FBgn0000394",-0.110624472842574,-2.25641632209286
"126","FBgn0000395",-0.0128606402346421,-4.36000720507153
"127","FBgn0000404",-0.0534890358899496,-2.9549038919661
"128","FBgn0000405",-0.051462137416582,-2.99252966065662
"129","FBgn0000406",-0.000754412691215123,-7.18994818649391
"130","FBgn0000411",-0.749439381706189,-0.639855628221603
"131","FBgn0000412",-0.0778626596665433,-2.59148751230257
"132","FBgn0000414",-0.000355068074583187,-7.94337855626438
"133","FBgn0000416",-0.635617191211523,-0.754189989924711
"134","FBgn0000422",-1.02133412838157e-10,-23.0047090045599
"135","FBgn0000426",-0.00517814172328457,-5.26589698139953
"136","FBgn0000427",-9.79667676759277e-07,-13.8360529186735
"137","FBgn0000439",-0.0112275563985662,-4.49499265555002
"138","FBgn0000442",-0.0686314066545748,-2.71312447584751
"139","FBgn0000447",-0.0540120962205037,-2.94543175004577
"140","FBgn0000448",-0.100596736304567,-2.34651221354187
"141","FBgn0000449",-1.30134594478193e-06,-13.5521121380035
"142","FBgn0000451",-0.0122850132024084,-4.40551141654357
"143","FBgn0000454",-19.2984544227943,-4.15707290812861e-09
"144","FBgn0000455",-0.0224924274058864,-3.80580172039704
"145","FBgn0000459",-0.042815055143933,-3.17219663091245
"146","FBgn0000463",-0.00198615998958829,-6.22254507352588
"147","FBgn0000464",-3.72324393538292e-12,-26.3165677945792
"148","FBgn0000473",-8.65378269615054,-0.000174480868750493
"149","FBgn0000477",-12.8951412749589,-2.51022034802872e-06
"150","FBgn0000479",-0.00449816635304501,-5.40633368246301
"151","FBgn0000482",-0.0739909589121623,-2.64057974905022
"152","FBgn0000489",-0.0280746798665064,-3.58689168021534
"153","FBgn0000490",-1.10696806936276,-0.40131325489704
"154","FBgn0000492",-0.00715253373392244,-4.94386275192256
